group,candidate,species,reactions,case_id,fuel,observable,split,status,prediction,signed_sigma,source
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ch3oh_4_4,ch3oh,ignition_delay,development,success,0.0011639508999999998,12.829673316485305,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ch4_10_2,ch4,ignition_delay,development,success,0.00025734600000000004,-0.1015656534966104,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ch4_10_5,ch4,ignition_delay,development,success,0.00067932,1.5875151055556842,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ch4_11_3,ch4,ignition_delay,development,success,0.00019023599999999999,-0.03147962991477501,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ch4_11_6,ch4,ignition_delay,development,success,0.0005763999999999999,2.120835570297368,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ch4_12_1,ch4,ignition_delay,development,success,0.000213108,1.5040856216380583,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ch4_13_2,ch4,ignition_delay,development,success,0.000288,0.8786514219991359,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ch4_13_4,ch4,ignition_delay,development,success,0.000495292,2.2180426564914946,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ch4_14_2,ch4,ignition_delay,development,success,0.00021279999999999997,2.4921364577940577,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ch4_14_5,ch4,ignition_delay,development,success,0.0013184159999999998,6.14215751887023,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ch4_15_3,ch4,ignition_delay,development,success,0.00033598,7.073599085167388,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ch4_15_6,ch4,ignition_delay,development,success,0.0009021599999999999,10.878106837845925,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ch4_16_1,ch4,ignition_delay,development,success,0.00012837,7.596755800223658,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ch4_16_3,ch4,ignition_delay,development,success,0.00046785199999999994,14.01057318224275,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ch4_17_2,ch4,ignition_delay,development,success,0.00025269999999999996,2.112224313281867,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ch4_17_5,ch4,ignition_delay,development,success,0.0008170679999999999,6.158628418231381,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ch4_18_1,ch4,ignition_delay,development,success,0.0008449979999999999,11.624055836079062,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_10_2,ic4h8,ignition_delay,development,success,0.000683954,5.402525797437309,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_10_6,ic4h8,ignition_delay,development,success,0.005681968,10.491406612660565,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_11_2,ic4h8,ignition_delay,development,success,0.000209352,1.9133377289381113,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_11_9,ic4h8,ignition_delay,development,success,0.001869292,5.93350972300936,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_12_2,ic4h8,ignition_delay,development,success,0.0006303359999999999,9.463971340402304,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_12_4,ic4h8,ignition_delay,development,success,0.002758656,13.83935422402255,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_13_3,ic4h8,ignition_delay,development,success,0.000902356,4.988532669048767,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_13_5,ic4h8,ignition_delay,development,success,0.0021841799999999995,7.095509234982931,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_14_2,ic4h8,ignition_delay,development,success,0.00087696,11.854937538032354,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_14_4,ic4h8,ignition_delay,development,success,0.006534783999999999,16.654242926586836,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_1_3,ic4h8,ignition_delay,development,success,0.00029328,0.9889327428683206,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_1_8,ic4h8,ignition_delay,development,success,0.0014185479999999997,3.0381143773174557,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_2_4,ic4h8,ignition_delay,development,success,0.0008768499999999999,5.899510567363056,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_2_8,ic4h8,ignition_delay,development,success,0.006374895999999999,9.688909625417361,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_3_3,ic4h8,ignition_delay,development,success,0.000190836,-1.9375336128531564,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_3_7,ic4h8,ignition_delay,development,success,0.00143524,0.26206775812497773,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_4_2,ic4h8,ignition_delay,development,success,0.000256494,0.798680639399737,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_4_8,ic4h8,ignition_delay,development,success,0.0014638319999999998,1.67185109282243,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_5_2,ic4h8,ignition_delay,development,success,0.00037819,1.2253649131861077,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_5_5,ic4h8,ignition_delay,development,success,0.0014624479999999999,1.6623401380483533,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_6_2,ic4h8,ignition_delay,development,success,0.00035055599999999997,1.460348035570263,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_6_5,ic4h8,ignition_delay,development,success,0.0014449979999999999,2.66718092451492,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_7_3,ic4h8,ignition_delay,development,success,0.000153888,-0.46369168518893233,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_7_6,ic4h8,ignition_delay,development,success,0.0008372099999999999,1.3081255633350484,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_8_3,ic4h8,ignition_delay,development,success,0.000437052,3.0063155118279288,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_8_5,ic4h8,ignition_delay,development,success,0.0016819,5.2531379649222325,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_9_3,ic4h8,ignition_delay,development,success,0.000206272,-1.854879127355223,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_ic4h8_9_6,ic4h8,ignition_delay,development,success,0.00170624,1.7506472911037319,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_10_3,pc3h4,ignition_delay,development,success,0.00014136824,2.7110385084111006,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_10_9,pc3h4,ignition_delay,development,success,0.0013419647999999998,4.881363188440676,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_11_11,pc3h4,ignition_delay,development,success,0.0018662674799999998,5.257237113410618,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_11_5,pc3h4,ignition_delay,development,success,0.0004787452199999999,5.475027147172327,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_15_15,pc3h4,ignition_delay,development,success,0.0001850594,1.1030450225780064,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_15_5,pc3h4,ignition_delay,development,success,2.47e-05,1.4697732953227067,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_16_17,pc3h4,ignition_delay,development,success,0.00046345728,-1.6391125066352255,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_16_6,pc3h4,ignition_delay,development,success,5.551632e-05,1.6762680117964337,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_1_11,pc3h4,ignition_delay,development,success,0.0012587351399999998,2.228258449320058,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_1_4,pc3h4,ignition_delay,development,success,0.0002540076,3.02815076768014,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_2_12,pc3h4,ignition_delay,development,success,0.0016486774200000001,4.419732928735729,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_2_5,pc3h4,ignition_delay,development,success,0.00026916384000000006,3.8394632756147726,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_3_11,pc3h4,ignition_delay,development,success,0.0019245769999999998,4.647523887175798,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_3_4,pc3h4,ignition_delay,development,success,0.00019615764,3.358741230961363,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_4_11,pc3h4,ignition_delay,development,success,0.00150226608,4.253465344137054,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_4_5,pc3h4,ignition_delay,development,success,0.00029011239999999995,3.803396468039398,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_5_12,pc3h4,ignition_delay,development,success,0.00135369696,4.1965680338616,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_5_5,pc3h4,ignition_delay,development,success,0.00033289536,4.638928850565452,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_6_11,pc3h4,ignition_delay,development,success,0.0017164752199999998,5.284376674811874,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_6_5,pc3h4,ignition_delay,development,success,0.00035032799999999996,3.1814371273797755,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_7_11,pc3h4,ignition_delay,development,success,0.0014880304,4.18429408220643,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_7_5,pc3h4,ignition_delay,development,success,0.00028749512,3.7460791802210154,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_8_12,pc3h4,ignition_delay,development,success,0.0013340019,2.736037068248777,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_8_5,pc3h4,ignition_delay,development,success,0.00036078487999999996,4.195309422617767,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_9_10,pc3h4,ignition_delay,development,success,0.0009223200000000001,3.3744364766143673,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-ign_pc3h4_9_4,pc3h4,ignition_delay,development,success,0.00017177356,3.5675768304343047,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c2h6_14_2,c2h6,laminar_flame_speed,recheck,success,0.3616474558871071,2.9553940245782266,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c2h6_14_4,c2h6,laminar_flame_speed,recheck,success,0.4657433416815966,2.5686848271959577,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c2h6_14_6,c2h6,laminar_flame_speed,recheck,success,0.45139341543281236,1.578632317359441,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c2h6_15_3,c2h6,laminar_flame_speed,recheck,success,0.270692300335574,5.54644342788434,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c2h6_15_7,c2h6,laminar_flame_speed,recheck,success,0.3502599818659763,-0.21695017706348482,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c2h6_16_3,c2h6,laminar_flame_speed,recheck,success,0.44598358790117754,0.8985287073151066,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c2h6_16_6,c2h6,laminar_flame_speed,recheck,success,0.48246597262664725,-2.6726760277684987,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c2h6_18_2,c2h6,laminar_flame_speed,recheck,success,0.37887525483411627,2.0043752810532727,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c2h6_18_5,c2h6,laminar_flame_speed,recheck,success,0.6137350619475797,-2.1212500160821057,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c2h6_18_7,c2h6,laminar_flame_speed,recheck,success,0.4411868215950765,-3.079200706522974,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c2h6_19_2,c2h6,laminar_flame_speed,recheck,success,0.4409206714692532,2.840449298925035,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c2h6_19_4,c2h6,laminar_flame_speed,recheck,success,0.6940236400596583,-0.34777223627030024,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c2h6_19_6,c2h6,laminar_flame_speed,recheck,success,0.6373876763521197,-2.3571873761516,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c2h6_20_2,c2h6,laminar_flame_speed,recheck,success,0.5092046545618056,2.2534783651443506,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c2h6_20_4,c2h6,laminar_flame_speed,recheck,success,0.7854703298912171,-0.4341138258725513,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c2h6_20_6,c2h6,laminar_flame_speed,recheck,success,0.7251801369536449,-1.8428000762541938,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c3h8_7_2,c3h8,laminar_flame_speed,recheck,success,0.3956816064443951,0.3959590950719144,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c3h8_7_6,c3h8,laminar_flame_speed,recheck,success,0.49882613478753224,-0.36117579576644754,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c3h8_7_8,c3h8,laminar_flame_speed,recheck,success,0.3771541027076543,0.9530057059807959,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c4h10_3_2,c4h10,laminar_flame_speed,recheck,success,0.531806447737743,-0.12686176681334638,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c4h10_3_5,c4h10,laminar_flame_speed,recheck,success,0.6526321621646121,0.3853800676441275,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_c4h10_3_7,c4h10,laminar_flame_speed,recheck,success,0.5186165856673645,0.3817911853581313,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2_10_1,h2,laminar_flame_speed,recheck,success,1.4674553314618985,-0.15611451708048063,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2_10_6,h2,laminar_flame_speed,recheck,success,0.573783333338071,2.326199740780971,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2_14_1,h2,laminar_flame_speed,recheck,success,1.576366639371044,-0.5746563232157261,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2_15_1,h2,laminar_flame_speed,recheck,success,1.9711982865493767,-0.7594115514946145,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2_16_1,h2,laminar_flame_speed,recheck,success,2.3702115364177985,-0.6038335808690792,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2_16_6,h2,laminar_flame_speed,recheck,success,0.539621066008252,7.3919322846828415,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2_17_1,h2,laminar_flame_speed,recheck,success,2.7799756289502886,-0.14303122178365474,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2_17_3,h2,laminar_flame_speed,recheck,success,1.6369910757688548,-3.8081990527314042,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2_17_6,h2,laminar_flame_speed,recheck,success,0.836568625777672,3.238017382713111,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2_18_1,h2,laminar_flame_speed,recheck,success,1.5797858940079117,0.6507960001034205,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2_18_2,h2,laminar_flame_speed,recheck,success,0.7141560540732941,5.969311057210692,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2_18_3,h2,laminar_flame_speed,recheck,success,0.5153918398023516,11.235869078930397,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2_18_4,h2,laminar_flame_speed,recheck,success,0.3893831103449234,11.150648827593871,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2_1_14,h2,laminar_flame_speed,recheck,success,2.2345245741034208,1.844929007295134,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2_1_5,h2,laminar_flame_speed,recheck,success,2.2165638404146004,1.9083501440327664,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2_8_1,h2,laminar_flame_speed,recheck,success,0.9453851951955282,-0.9972825086325987,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2_8_5,h2,laminar_flame_speed,recheck,success,0.27364867749629385,7.764867749629384,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2_9_1,h2,laminar_flame_speed,recheck,success,1.1942259241579318,-0.6759559197745657,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2_9_6,h2,laminar_flame_speed,recheck,success,0.366841810659938,6.4867733328475055,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2plusco_4_14,h2plusco,laminar_flame_speed,recheck,success,0.5338145455042779,0.35649957983905084,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2plusco_4_6,h2plusco,laminar_flame_speed,recheck,success,0.46662242655565844,4.457102043190371,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2plusco_5_4,h2plusco,laminar_flame_speed,recheck,success,1.1676996227187217,2.482431228052571,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2plusco_5_6,h2plusco,laminar_flame_speed,recheck,success,1.725896392213989,3.767473768011887,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2plusco_5_9,h2plusco,laminar_flame_speed,recheck,success,1.6340958841010946,1.7931879665986228,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2plusco_6_1,h2plusco,laminar_flame_speed,recheck,success,0.8051289392484969,-0.599302668710919,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2plusco_6_4,h2plusco,laminar_flame_speed,recheck,success,0.2215096209421861,-1.2279982252384676,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2plusco_6_6,h2plusco,laminar_flame_speed,recheck,success,0.14275904435738387,1.9759044357383861,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
Kimi 专家 Team,candidate_2,70,563,ffcm2-fls_h2plusco_7_1,h2plusco,laminar_flame_speed,recheck,success,0.38870920018440713,-1.1763099184306463,evidence/cfx_astra_8b7403c260e04d29bdda493a_endpoint/evaluation_result.json
